NAME,B25104_001E,B25104_002E,B25104_003E,B25104_004E,B25104_005E,B25104_006E,B25104_007E,B25104_008E,B25104_009E,B25104_010E,B25104_011E,B25104_012E,B25104_013E,B25104_014E,B25104_015E,B25104_016E,B25104_017E,state,county,tract
"Census Tract 9604.03, Mason County, Washington",1309.0,0.0,19.0,0.0,52.0,99.0,86.0,16.0,97.0,109.0,0.0,242.0,180.0,212.0,44.0,107.0,46.0,53,045,960403
"Census Tract 9605, Mason County, Washington",2218.0,39.0,17.0,87.0,146.0,167.0,73.0,142.0,122.0,68.0,50.0,311.0,398.0,217.0,150.0,16.0,215.0,53,045,960500
"Census Tract 9606, Mason County, Washington",1300.0,0.0,36.0,76.0,75.0,51.0,86.0,62.0,25.0,51.0,60.0,418.0,108.0,189.0,19.0,20.0,24.0,53,045,960600
"Census Tract 9607, Mason County, Washington",536.0,10.0,12.0,26.0,8.0,8.0,2.0,74.0,35.0,31.0,39.0,197.0,83.0,6.0,0.0,0.0,5.0,53,045,960700
"Census Tract 9608, Mason County, Washington",1439.0,0.0,9.0,146.0,42.0,55.0,81.0,73.0,164.0,89.0,80.0,303.0,255.0,66.0,13.0,18.0,45.0,53,045,960800
"Census Tract 9609, Mason County, Washington",1615.0,37.0,36.0,25.0,11.0,48.0,0.0,50.0,73.0,77.0,54.0,631.0,421.0,98.0,0.0,0.0,54.0,53,045,960900
"Census Tract 9610, Mason County, Washington",1940.0,0.0,14.0,94.0,136.0,71.0,45.0,83.0,96.0,67.0,75.0,247.0,490.0,149.0,163.0,105.0,105.0,53,045,961000
"Census Tract 9611.01, Mason County, Washington",1289.0,0.0,0.0,51.0,149.0,103.0,16.0,163.0,41.0,30.0,18.0,213.0,249.0,112.0,39.0,90.0,15.0,53,045,961101
"Census Tract 9611.02, Mason County, Washington",1514.0,8.0,33.0,0.0,121.0,36.0,145.0,21.0,16.0,127.0,0.0,421.0,346.0,103.0,0.0,69.0,68.0,53,045,961102
"Census Tract 9612, Mason County, Washington",1650.0,0.0,23.0,50.0,101.0,48.0,155.0,61.0,68.0,110.0,33.0,401.0,281.0,182.0,89.0,37.0,11.0,53,045,961200
"Census Tract 9613, Mason County, Washington",1461.0,31.0,88.0,50.0,133.0,78.0,104.0,47.0,64.0,32.0,41.0,221.0,282.0,145.0,109.0,26.0,10.0,53,045,961300
"Census Tract 9401, Okanogan County, Washington",1143.0,5.0,120.0,93.0,132.0,72.0,71.0,64.0,79.0,129.0,40.0,169.0,92.0,4.0,10.0,0.0,63.0,53,047,940100
"Census Tract 9402, Okanogan County, Washington",1032.0,36.0,82.0,158.0,71.0,93.0,71.0,19.0,85.0,44.0,13.0,133.0,15.0,21.0,39.0,18.0,134.0,53,047,940200
"Census Tract 9703.01, Okanogan County, Washington",1399.0,14.0,63.0,62.0,174.0,186.0,176.0,133.0,122.0,49.0,33.0,173.0,144.0,34.0,0.0,2.0,34.0,53,047,970301
"Census Tract 9703.02, Okanogan County, Washington",941.0,0.0,39.0,197.0,75.0,19.0,77.0,20.0,73.0,20.0,0.0,293.0,70.0,19.0,0.0,39.0,0.0,53,047,970302
"Census Tract 9703.03, Okanogan County, Washington",787.0,11.0,51.0,165.0,144.0,62.0,25.0,38.0,92.0,13.0,15.0,43.0,58.0,0.0,0.0,2.0,68.0,53,047,970303
"Census Tract 9704, Okanogan County, Washington",1492.0,18.0,52.0,64.0,149.0,94.0,169.0,137.0,92.0,204.0,49.0,165.0,88.0,9.0,21.0,57.0,124.0,53,047,970400
"Census Tract 9705, Okanogan County, Washington",905.0,0.0,3.0,92.0,85.0,77.0,70.0,39.0,60.0,118.0,18.0,195.0,81.0,29.0,0.0,0.0,38.0,53,047,970500
"Census Tract 9706.01, Okanogan County, Washington",1267.0,0.0,35.0,93.0,28.0,177.0,116.0,42.0,105.0,13.0,113.0,263.0,182.0,26.0,18.0,0.0,56.0,53,047,970601
"Census Tract 9706.02, Okanogan County, Washington",1416.0,0.0,0.0,93.0,249.0,85.0,125.0,28.0,147.0,68.0,49.0,450.0,100.0,22.0,0.0,0.0,0.0,53,047,970602
"Census Tract 9707, Okanogan County, Washington",1685.0,16.0,34.0,48.0,106.0,126.0,168.0,98.0,119.0,140.0,71.0,485.0,143.0,56.0,0.0,0.0,75.0,53,047,970700
"Census Tract 9708, Okanogan County, Washington",1577.0,0.0,27.0,107.0,18.0,113.0,151.0,142.0,120.0,133.0,172.0,241.0,136.0,19.0,60.0,0.0,138.0,53,047,970800
"Census Tract 9709, Okanogan County, Washington",1245.0,0.0,0.0,105.0,35.0,33.0,155.0,44.0,90.0,163.0,99.0,195.0,110.0,32.0,60.0,35.0,89.0,53,047,970900
"Census Tract 9710, Okanogan County, Washington",1741.0,12.0,24.0,54.0,112.0,44.0,165.0,166.0,173.0,107.0,107.0,236.0,201.0,99.0,124.0,69.0,48.0,53,047,971000
"Census Tract 9502, Pacific County, Washington",1932.0,97.0,49.0,138.0,179.0,121.0,155.0,202.0,66.0,134.0,144.0,422.0,147.0,18.0,37.0,9.0,14.0,53,049,950200
"Census Tract 9503.01, Pacific County, Washington",1060.0,12.0,59.0,79.0,116.0,120.0,41.0,56.0,63.0,23.0,98.0,225.0,36.0,103.0,0.0,0.0,29.0,53,049,950301
"Census Tract 9503.02, Pacific County, Washington",527.0,0.0,4.0,9.0,54.0,41.0,70.0,41.0,58.0,37.0,35.0,90.0,67.0,7.0,0.0,0.0,14.0,53,049,950302
"Census Tract 9504, Pacific County, Washington",1501.0,39.0,39.0,137.0,115.0,269.0,125.0,89.0,109.0,15.0,35.0,234.0,144.0,101.0,22.0,13.0,15.0,53,049,950400
"Census Tract 9505.01, Pacific County, Washington",792.0,0.0,16.0,14.0,118.0,25.0,100.0,0.0,28.0,73.0,28.0,91.0,157.0,94.0,0.0,36.0,12.0,53,049,950501
"Census Tract 9505.02, Pacific County, Washington",442.0,0.0,30.0,28.0,12.0,138.0,32.0,44.0,11.0,39.0,13.0,48.0,38.0,9.0,0.0,0.0,0.0,53,049,950502
"Census Tract 9506, Pacific County, Washington",679.0,0.0,18.0,37.0,73.0,31.0,36.0,38.0,72.0,57.0,35.0,162.0,120.0,0.0,0.0,0.0,0.0,53,049,950600
"Census Tract 9507.01, Pacific County, Washington",634.0,0.0,0.0,19.0,38.0,73.0,53.0,52.0,22.0,66.0,20.0,121.0,67.0,50.0,26.0,0.0,27.0,53,049,950701
"Census Tract 9507.02, Pacific County, Washington",807.0,0.0,18.0,35.0,60.0,48.0,78.0,51.0,26.0,87.0,79.0,99.0,170.0,10.0,6.0,14.0,26.0,53,049,950702
"Census Tract 9508.01, Pacific County, Washington",895.0,0.0,56.0,60.0,127.0,49.0,49.0,89.0,54.0,56.0,18.0,138.0,120.0,51.0,10.0,18.0,0.0,53,049,950801
"Census Tract 9508.02, Pacific County, Washington",609.0,0.0,37.0,34.0,45.0,23.0,54.0,0.0,0.0,48.0,55.0,116.0,184.0,8.0,0.0,0.0,5.0,53,049,950802
"Census Tract 9901, Pacific County, Washington",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,049,990100
"Census Tract 9701, Pend Oreille County, Washington",877.0,5.0,25.0,49.0,125.0,161.0,53.0,67.0,31.0,48.0,25.0,165.0,38.0,5.0,32.0,0.0,48.0,53,051,970100
"Census Tract 9702, Pend Oreille County, Washington",1168.0,17.0,77.0,89.0,136.0,75.0,67.0,72.0,53.0,38.0,42.0,170.0,104.0,101.0,24.0,0.0,103.0,53,051,970200
"Census Tract 9703, Pend Oreille County, Washington",1373.0,37.0,58.0,101.0,107.0,164.0,96.0,50.0,176.0,94.0,77.0,208.0,117.0,12.0,23.0,40.0,13.0,53,051,970300
"Census Tract 9704, Pend Oreille County, Washington",1098.0,0.0,30.0,60.0,66.0,51.0,56.0,75.0,67.0,80.0,38.0,147.0,177.0,59.0,45.0,0.0,147.0,53,051,970400
"Census Tract 9705, Pend Oreille County, Washington",1137.0,80.0,9.0,52.0,131.0,57.0,87.0,33.0,18.0,23.0,44.0,287.0,212.0,55.0,38.0,11.0,0.0,53,051,970500
"Census Tract 602, Pierce County, Washington",618.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,19.0,22.0,48.0,223.0,174.0,29.0,88.0,0.0,53,053,060200
"Census Tract 603, Pierce County, Washington",2414.0,38.0,0.0,22.0,15.0,48.0,40.0,50.0,56.0,38.0,71.0,494.0,527.0,448.0,134.0,398.0,35.0,53,053,060300
"Census Tract 604, Pierce County, Washington",1833.0,0.0,0.0,0.0,0.0,26.0,15.0,61.0,21.0,100.0,161.0,174.0,239.0,395.0,225.0,386.0,30.0,53,053,060400
"Census Tract 605, Pierce County, Washington",1550.0,0.0,0.0,2.0,7.0,7.0,8.0,26.0,26.0,63.0,66.0,252.0,225.0,260.0,131.0,477.0,0.0,53,053,060500
"Census Tract 606, Pierce County, Washington",2810.0,0.0,82.0,21.0,128.0,0.0,40.0,128.0,0.0,95.0,109.0,816.0,537.0,255.0,205.0,381.0,13.0,53,053,060600
"Census Tract 607, Pierce County, Washington",2379.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,164.0,142.0,62.0,507.0,434.0,458.0,213.0,305.0,34.0,53,053,060700
"Census Tract 608, Pierce County, Washington",2486.0,0.0,0.0,28.0,0.0,41.0,194.0,49.0,55.0,65.0,97.0,252.0,847.0,402.0,278.0,148.0,30.0,53,053,060800
"Census Tract 609.03, Pierce County, Washington",1433.0,0.0,0.0,127.0,8.0,0.0,18.0,61.0,54.0,25.0,72.0,292.0,342.0,134.0,134.0,121.0,45.0,53,053,060903
"Census Tract 609.04, Pierce County, Washington",2158.0,15.0,22.0,96.0,20.0,0.0,8.0,20.0,60.0,74.0,108.0,520.0,484.0,388.0,262.0,0.0,81.0,53,053,060904
"Census Tract 609.06, Pierce County, Washington",861.0,0.0,0.0,5.0,38.0,21.0,19.0,72.0,81.0,53.0,51.0,77.0,154.0,125.0,119.0,46.0,0.0,53,053,060906
"Census Tract 609.07, Pierce County, Washington",1863.0,0.0,0.0,13.0,15.0,47.0,43.0,30.0,36.0,117.0,197.0,437.0,627.0,138.0,86.0,33.0,44.0,53,053,060907
"Census Tract 609.08, Pierce County, Washington",1268.0,0.0,7.0,0.0,26.0,9.0,75.0,42.0,23.0,89.0,49.0,316.0,106.0,299.0,188.0,39.0,0.0,53,053,060908
"Census Tract 610.01, Pierce County, Washington",1872.0,0.0,0.0,9.0,18.0,0.0,34.0,19.0,77.0,92.0,81.0,543.0,358.0,242.0,116.0,262.0,21.0,53,053,061001
"Census Tract 610.02, Pierce County, Washington",2377.0,0.0,57.0,25.0,0.0,73.0,34.0,51.0,306.0,157.0,261.0,745.0,283.0,198.0,43.0,109.0,35.0,53,053,061002
"Census Tract 611, Pierce County, Washington",2698.0,0.0,65.0,28.0,0.0,61.0,41.0,275.0,50.0,268.0,104.0,642.0,558.0,341.0,133.0,132.0,0.0,53,053,061100
"Census Tract 612, Pierce County, Washington",2289.0,0.0,0.0,32.0,26.0,33.0,44.0,29.0,94.0,110.0,130.0,543.0,713.0,315.0,192.0,21.0,7.0,53,053,061200
"Census Tract 613, Pierce County, Washington",1959.0,0.0,9.0,40.0,10.0,12.0,48.0,61.0,79.0,70.0,89.0,571.0,355.0,402.0,122.0,79.0,12.0,53,053,061300
"Census Tract 614, Pierce County, Washington",1443.0,20.0,13.0,33.0,55.0,50.0,33.0,86.0,74.0,165.0,91.0,365.0,271.0,115.0,25.0,22.0,25.0,53,053,061400
"Census Tract 615.01, Pierce County, Washington",1536.0,0.0,0.0,21.0,20.0,0.0,16.0,23.0,159.0,17.0,85.0,550.0,408.0,146.0,18.0,18.0,55.0,53,053,061501
"Census Tract 615.02, Pierce County, Washington",1856.0,0.0,0.0,35.0,0.0,0.0,0.0,20.0,54.0,117.0,103.0,687.0,545.0,172.0,90.0,15.0,18.0,53,053,061502
"Census Tract 616.01, Pierce County, Washington",1265.0,60.0,24.0,176.0,147.0,30.0,10.0,81.0,69.0,66.0,112.0,241.0,93.0,53.0,45.0,58.0,0.0,53,053,061601
"Census Tract 616.02, Pierce County, Washington",500.0,16.0,0.0,0.0,11.0,11.0,8.0,4.0,0.0,0.0,58.0,115.0,175.0,70.0,20.0,9.0,3.0,53,053,061602
"Census Tract 617, Pierce County, Washington",1997.0,0.0,28.0,50.0,31.0,96.0,55.0,50.0,29.0,98.0,55.0,468.0,659.0,226.0,81.0,42.0,29.0,53,053,061700
"Census Tract 618, Pierce County, Washington",1145.0,0.0,0.0,16.0,0.0,28.0,62.0,37.0,21.0,12.0,2.0,346.0,428.0,137.0,38.0,0.0,18.0,53,053,061800
"Census Tract 619, Pierce County, Washington",826.0,0.0,0.0,46.0,26.0,9.0,37.0,29.0,60.0,10.0,40.0,226.0,177.0,111.0,31.0,9.0,15.0,53,053,061900
"Census Tract 620, Pierce County, Washington",1823.0,0.0,0.0,54.0,32.0,21.0,34.0,69.0,32.0,96.0,132.0,487.0,429.0,231.0,104.0,48.0,54.0,53,053,062000
"Census Tract 623, Pierce County, Washington",2171.0,0.0,0.0,29.0,0.0,86.0,126.0,107.0,109.0,83.0,23.0,541.0,552.0,195.0,246.0,29.0,45.0,53,053,062300
"Census Tract 624, Pierce County, Washington",2362.0,0.0,0.0,0.0,0.0,66.0,133.0,171.0,92.0,63.0,144.0,634.0,722.0,157.0,151.0,14.0,15.0,53,053,062400
"Census Tract 625.01, Pierce County, Washington",1754.0,0.0,0.0,0.0,0.0,34.0,0.0,94.0,96.0,74.0,112.0,257.0,595.0,300.0,51.0,17.0,124.0,53,053,062501
"Census Tract 625.02, Pierce County, Washington",1336.0,0.0,0.0,8.0,0.0,29.0,134.0,0.0,31.0,36.0,81.0,253.0,467.0,109.0,168.0,20.0,0.0,53,053,062502
"Census Tract 626, Pierce County, Washington",1978.0,0.0,0.0,15.0,43.0,39.0,78.0,25.0,24.0,28.0,118.0,593.0,702.0,260.0,9.0,44.0,0.0,53,053,062600
"Census Tract 628.01, Pierce County, Washington",3113.0,17.0,13.0,14.0,22.0,85.0,46.0,127.0,47.0,26.0,254.0,1152.0,1004.0,157.0,29.0,11.0,109.0,53,053,062801
"Census Tract 628.02, Pierce County, Washington",1470.0,0.0,0.0,0.0,5.0,76.0,139.0,16.0,48.0,32.0,162.0,317.0,426.0,180.0,39.0,16.0,14.0,53,053,062802
"Census Tract 629.01, Pierce County, Washington",1846.0,0.0,0.0,59.0,3.0,0.0,26.0,39.0,55.0,74.0,69.0,1145.0,353.0,23.0,0.0,0.0,0.0,53,053,062901
"Census Tract 629.02, Pierce County, Washington",1586.0,0.0,13.0,13.0,11.0,58.0,47.0,43.0,60.0,28.0,36.0,480.0,542.0,184.0,31.0,0.0,40.0,53,053,062902
"Census Tract 630, Pierce County, Washington",1496.0,0.0,0.0,2.0,7.0,16.0,64.0,71.0,70.0,51.0,5.0,326.0,452.0,244.0,164.0,0.0,24.0,53,053,063000
"Census Tract 631, Pierce County, Washington",1650.0,0.0,0.0,0.0,9.0,55.0,76.0,35.0,91.0,55.0,41.0,447.0,501.0,255.0,45.0,28.0,12.0,53,053,063100
"Census Tract 632, Pierce County, Washington",1830.0,0.0,10.0,18.0,56.0,61.0,47.0,78.0,27.0,7.0,59.0,272.0,511.0,404.0,32.0,179.0,69.0,53,053,063200
"Census Tract 633.01, Pierce County, Washington",1276.0,0.0,0.0,48.0,0.0,4.0,0.0,13.0,50.0,19.0,101.0,386.0,426.0,138.0,15.0,53.0,23.0,53,053,063301
"Census Tract 633.02, Pierce County, Washington",1362.0,0.0,0.0,0.0,0.0,23.0,19.0,128.0,0.0,30.0,29.0,340.0,423.0,236.0,94.0,19.0,21.0,53,053,063302
"Census Tract 634.01, Pierce County, Washington",1755.0,0.0,0.0,0.0,34.0,30.0,35.0,23.0,179.0,102.0,215.0,590.0,355.0,90.0,102.0,0.0,0.0,53,053,063401
"Census Tract 634.02, Pierce County, Washington",1300.0,0.0,0.0,66.0,59.0,83.0,31.0,18.0,11.0,23.0,29.0,485.0,232.0,109.0,52.0,40.0,62.0,53,053,063402
"Census Tract 635.01, Pierce County, Washington",1624.0,0.0,0.0,0.0,13.0,0.0,34.0,60.0,88.0,40.0,64.0,519.0,354.0,327.0,65.0,10.0,50.0,53,053,063501
"Census Tract 635.02, Pierce County, Washington",1738.0,15.0,0.0,18.0,20.0,18.0,16.0,89.0,50.0,77.0,41.0,395.0,660.0,146.0,67.0,45.0,81.0,53,053,063502
"Census Tract 701, Pierce County, Washington",1375.0,0.0,0.0,50.0,13.0,12.0,63.0,20.0,106.0,40.0,21.0,109.0,255.0,364.0,182.0,136.0,4.0,53,053,070100
"Census Tract 702.04, Pierce County, Washington",1276.0,0.0,7.0,10.0,24.0,39.0,48.0,19.0,22.0,51.0,39.0,223.0,374.0,178.0,120.0,122.0,0.0,53,053,070204
"Census Tract 702.05, Pierce County, Washington",1144.0,0.0,0.0,0.0,43.0,10.0,58.0,85.0,74.0,73.0,29.0,223.0,148.0,192.0,137.0,54.0,18.0,53,053,070205
"Census Tract 702.06, Pierce County, Washington",1602.0,0.0,3.0,8.0,7.0,34.0,75.0,24.0,60.0,52.0,65.0,311.0,313.0,182.0,183.0,263.0,22.0,53,053,070206
"Census Tract 702.07, Pierce County, Washington",2194.0,0.0,5.0,10.0,0.0,75.0,43.0,153.0,123.0,56.0,29.0,317.0,476.0,531.0,149.0,227.0,0.0,53,053,070207
"Census Tract 702.08, Pierce County, Washington",2040.0,0.0,0.0,0.0,10.0,113.0,33.0,71.0,8.0,32.0,14.0,136.0,112.0,371.0,520.0,620.0,0.0,53,053,070208
"Census Tract 702.09, Pierce County, Washington",1321.0,0.0,0.0,0.0,0.0,47.0,71.0,0.0,0.0,0.0,49.0,319.0,301.0,187.0,145.0,202.0,0.0,53,053,070209
"Census Tract 703.07, Pierce County, Washington",2039.0,0.0,0.0,9.0,20.0,46.0,10.0,19.0,19.0,65.0,59.0,263.0,416.0,176.0,217.0,711.0,9.0,53,053,070307
"Census Tract 703.08, Pierce County, Washington",1580.0,0.0,11.0,0.0,29.0,48.0,67.0,9.0,31.0,80.0,32.0,237.0,503.0,261.0,127.0,113.0,32.0,53,053,070308
"Census Tract 703.09, Pierce County, Washington",2327.0,0.0,0.0,43.0,130.0,37.0,42.0,72.0,161.0,16.0,87.0,300.0,325.0,536.0,240.0,338.0,0.0,53,053,070309
"Census Tract 703.10, Pierce County, Washington",1995.0,12.0,0.0,17.0,44.0,61.0,89.0,41.0,30.0,25.0,21.0,205.0,548.0,544.0,345.0,13.0,0.0,53,053,070310
"Census Tract 703.11, Pierce County, Washington",1864.0,0.0,37.0,97.0,9.0,19.0,35.0,89.0,86.0,67.0,41.0,196.0,542.0,360.0,183.0,90.0,13.0,53,053,070311
"Census Tract 703.12, Pierce County, Washington",2323.0,11.0,17.0,0.0,0.0,36.0,53.0,82.0,26.0,60.0,198.0,121.0,503.0,739.0,171.0,299.0,7.0,53,053,070312
"Census Tract 703.13, Pierce County, Washington",2432.0,0.0,48.0,0.0,52.0,17.0,66.0,112.0,135.0,123.0,33.0,287.0,451.0,502.0,284.0,322.0,0.0,53,053,070313
"Census Tract 703.14, Pierce County, Washington",1085.0,0.0,0.0,0.0,0.0,8.0,10.0,27.0,29.0,62.0,26.0,143.0,230.0,268.0,108.0,174.0,0.0,53,053,070314
"Census Tract 703.15, Pierce County, Washington",2284.0,18.0,0.0,0.0,0.0,6.0,14.0,76.0,41.0,161.0,55.0,227.0,357.0,441.0,395.0,493.0,0.0,53,053,070315
"Census Tract 703.16, Pierce County, Washington",2240.0,0.0,0.0,12.0,11.0,0.0,57.0,0.0,91.0,17.0,62.0,319.0,883.0,244.0,259.0,274.0,11.0,53,053,070316
"Census Tract 704.01, Pierce County, Washington",757.0,0.0,44.0,14.0,5.0,15.0,36.0,29.0,69.0,25.0,32.0,162.0,67.0,110.0,108.0,36.0,5.0,53,053,070401
"Census Tract 704.03, Pierce County, Washington",1479.0,0.0,11.0,40.0,33.0,32.0,5.0,60.0,0.0,41.0,24.0,330.0,531.0,314.0,53.0,5.0,0.0,53,053,070403
"Census Tract 704.04, Pierce County, Washington",1810.0,0.0,0.0,0.0,40.0,33.0,98.0,69.0,14.0,6.0,28.0,146.0,382.0,399.0,420.0,149.0,26.0,53,053,070404
"Census Tract 707.03, Pierce County, Washington",2557.0,0.0,12.0,15.0,26.0,62.0,91.0,91.0,83.0,108.0,6.0,529.0,722.0,547.0,209.0,56.0,0.0,53,053,070703
"Census Tract 711, Pierce County, Washington",1069.0,0.0,12.0,40.0,0.0,26.0,42.0,50.0,27.0,74.0,104.0,311.0,156.0,47.0,38.0,116.0,26.0,53,053,071100
"Census Tract 712.05, Pierce County, Washington",1753.0,0.0,42.0,19.0,112.0,60.0,41.0,152.0,73.0,57.0,93.0,279.0,263.0,326.0,85.0,144.0,7.0,53,053,071205
"Census Tract 712.06, Pierce County, Washington",2525.0,0.0,11.0,0.0,17.0,12.0,73.0,70.0,86.0,60.0,24.0,719.0,628.0,334.0,391.0,100.0,0.0,53,053,071206
"Census Tract 712.07, Pierce County, Washington",2592.0,0.0,0.0,0.0,78.0,11.0,56.0,62.0,60.0,61.0,185.0,721.0,682.0,482.0,107.0,87.0,0.0,53,053,071207
"Census Tract 712.09, Pierce County, Washington",1395.0,7.0,0.0,7.0,17.0,22.0,10.0,104.0,55.0,79.0,39.0,228.0,254.0,269.0,160.0,61.0,83.0,53,053,071209
"Census Tract 712.10, Pierce County, Washington",1898.0,29.0,0.0,0.0,0.0,30.0,120.0,88.0,105.0,82.0,45.0,191.0,170.0,433.0,248.0,357.0,0.0,53,053,071210
"Census Tract 712.11, Pierce County, Washington",2121.0,0.0,0.0,37.0,18.0,0.0,0.0,51.0,42.0,49.0,118.0,530.0,901.0,297.0,48.0,30.0,0.0,53,053,071211
"Census Tract 712.12, Pierce County, Washington",1276.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,67.0,29.0,0.0,308.0,488.0,189.0,92.0,57.0,0.0,53,053,071212
"Census Tract 713.04, Pierce County, Washington",2608.0,14.0,0.0,84.0,14.0,32.0,120.0,83.0,99.0,96.0,47.0,390.0,1054.0,330.0,107.0,46.0,92.0,53,053,071304
"Census Tract 713.05, Pierce County, Washington",1415.0,0.0,0.0,0.0,6.0,22.0,39.0,73.0,86.0,59.0,83.0,398.0,299.0,130.0,48.0,139.0,33.0,53,053,071305
"Census Tract 713.06, Pierce County, Washington",2461.0,9.0,14.0,0.0,84.0,17.0,65.0,192.0,29.0,63.0,0.0,230.0,953.0,562.0,210.0,21.0,12.0,53,053,071306
"Census Tract 713.07, Pierce County, Washington",1861.0,0.0,0.0,1.0,17.0,0.0,29.0,55.0,76.0,21.0,45.0,320.0,687.0,407.0,81.0,122.0,0.0,53,053,071307
"Census Tract 713.09, Pierce County, Washington",1470.0,0.0,8.0,35.0,7.0,15.0,8.0,80.0,18.0,35.0,11.0,217.0,468.0,313.0,205.0,50.0,0.0,53,053,071309
"Census Tract 713.10, Pierce County, Washington",2608.0,0.0,0.0,13.0,0.0,38.0,125.0,163.0,79.0,81.0,0.0,351.0,515.0,616.0,451.0,159.0,17.0,53,053,071310
"Census Tract 714.03, Pierce County, Washington",1434.0,0.0,8.0,9.0,0.0,43.0,65.0,71.0,62.0,57.0,83.0,396.0,406.0,149.0,77.0,8.0,0.0,53,053,071403
"Census Tract 714.08, Pierce County, Washington",1323.0,0.0,0.0,72.0,14.0,79.0,36.0,56.0,77.0,6.0,111.0,363.0,326.0,147.0,29.0,7.0,0.0,53,053,071408
"Census Tract 714.09, Pierce County, Washington",1788.0,14.0,7.0,30.0,68.0,217.0,41.0,31.0,52.0,41.0,101.0,445.0,558.0,108.0,50.0,25.0,0.0,53,053,071409
"Census Tract 714.11, Pierce County, Washington",2203.0,0.0,9.0,0.0,181.0,2.0,15.0,233.0,54.0,14.0,41.0,216.0,711.0,498.0,105.0,51.0,73.0,53,053,071411
"Census Tract 714.12, Pierce County, Washington",2042.0,19.0,0.0,0.0,16.0,0.0,73.0,43.0,64.0,42.0,42.0,232.0,699.0,325.0,442.0,28.0,17.0,53,053,071412
"Census Tract 714.13, Pierce County, Washington",750.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,50.0,15.0,16.0,281.0,225.0,40.0,89.0,0.0,53,053,071413
"Census Tract 714.14, Pierce County, Washington",1337.0,0.0,0.0,0.0,61.0,18.0,19.0,137.0,65.0,39.0,0.0,214.0,300.0,315.0,79.0,90.0,0.0,53,053,071414
"Census Tract 714.15, Pierce County, Washington",1074.0,0.0,0.0,0.0,0.0,58.0,0.0,55.0,20.0,0.0,0.0,336.0,422.0,172.0,0.0,11.0,0.0,53,053,071415
"Census Tract 714.16, Pierce County, Washington",893.0,0.0,13.0,0.0,0.0,63.0,26.0,50.0,69.0,0.0,59.0,257.0,190.0,134.0,15.0,0.0,17.0,53,053,071416
"Census Tract 714.17, Pierce County, Washington",1913.0,0.0,0.0,17.0,22.0,11.0,45.0,15.0,100.0,10.0,0.0,300.0,493.0,563.0,266.0,71.0,0.0,53,053,071417
"Census Tract 715.03, Pierce County, Washington",2223.0,42.0,43.0,25.0,77.0,55.0,54.0,238.0,32.0,45.0,84.0,664.0,432.0,199.0,197.0,16.0,20.0,53,053,071503
"Census Tract 715.04, Pierce County, Washington",1604.0,0.0,18.0,13.0,48.0,47.0,109.0,77.0,83.0,33.0,92.0,557.0,296.0,175.0,34.0,0.0,22.0,53,053,071504
"Census Tract 715.05, Pierce County, Washington",1995.0,24.0,43.0,31.0,65.0,57.0,125.0,173.0,65.0,20.0,38.0,594.0,397.0,210.0,90.0,63.0,0.0,53,053,071505
"Census Tract 715.06, Pierce County, Washington",2256.0,0.0,8.0,10.0,42.0,97.0,85.0,112.0,39.0,27.0,42.0,477.0,777.0,471.0,45.0,14.0,10.0,53,053,071506
"Census Tract 716.01, Pierce County, Washington",1694.0,0.0,11.0,44.0,26.0,31.0,9.0,132.0,161.0,126.0,166.0,530.0,207.0,153.0,27.0,39.0,32.0,53,053,071601
"Census Tract 716.03, Pierce County, Washington",1234.0,0.0,13.0,0.0,15.0,81.0,127.0,13.0,35.0,36.0,61.0,198.0,431.0,136.0,43.0,17.0,28.0,53,053,071603
"Census Tract 716.04, Pierce County, Washington",1922.0,0.0,0.0,0.0,16.0,19.0,54.0,26.0,0.0,0.0,22.0,730.0,781.0,191.0,70.0,13.0,0.0,53,053,071604
"Census Tract 717.03, Pierce County, Washington",1465.0,15.0,10.0,7.0,23.0,0.0,10.0,0.0,0.0,96.0,156.0,848.0,260.0,24.0,0.0,0.0,16.0,53,053,071703
"Census Tract 717.04, Pierce County, Washington",1874.0,0.0,0.0,43.0,6.0,0.0,7.0,113.0,41.0,104.0,192.0,884.0,403.0,73.0,8.0,0.0,0.0,53,053,071704
"Census Tract 717.05, Pierce County, Washington",1435.0,0.0,40.0,8.0,48.0,0.0,71.0,7.0,87.0,20.0,34.0,318.0,523.0,203.0,46.0,16.0,14.0,53,053,071705
"Census Tract 717.06, Pierce County, Washington",757.0,0.0,0.0,19.0,38.0,6.0,5.0,28.0,5.0,5.0,54.0,373.0,141.0,53.0,14.0,12.0,4.0,53,053,071706
"Census Tract 717.07, Pierce County, Washington",983.0,0.0,9.0,9.0,8.0,56.0,110.0,27.0,31.0,40.0,27.0,342.0,274.0,46.0,4.0,0.0,0.0,53,053,071707
"Census Tract 718.03, Pierce County, Washington",2574.0,0.0,0.0,12.0,47.0,61.0,37.0,80.0,40.0,49.0,142.0,1220.0,441.0,246.0,77.0,33.0,89.0,53,053,071803
